"","","25%","50%","75%",""
"Bb5",0,0.595839242954504,0.630346978605578,0.71536341268066,1
"Bc4",0,0.139144473403209,0.150539627983411,0.168299231986868,1
"Nc3",0,0.0487774585897453,0.0666321633163874,0.081948914910843,1
"d4",0,0.0637876811464718,0.116569339432507,0.129863771914983,1
"other",0,0.0118624583210103,0.0143782308364064,0.0164359149502592,1
