"","","25%","50%","75%",""
"Nc3",0,0.239087429358686,0.260849594361574,0.297807523514049,1
"Nd2",0,0.126495652065735,0.184717040760892,0.28583185927673,1
"e5",0,0.170762650330242,0.26401455026455,0.307003006272718,1
"exd5",0,0.222465153963328,0.260425919867573,0.27905892344783,1
"f3",0,0.0134472715282739,0.0226356250074898,0.0339194177255275,1
"other",0,0.000637264503519486,0.000972290993412181,0.00153575736110579,1
